,tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,w_ace_pct,w_df_pct,w_1stIn_pct,w_2ndIn_pct,w_1stWon_pct,w_2ndWon_pct,w_GmsWon,w_GmsLoss,l_ace_pct,l_df_pct,l_1stIn_pct,l_2ndIn_pct,l_1stWon_pct,l_2ndWon_pct,year,winner_age_bucket
1651,2018-0311,London,Grass,A,20180618,293,105227,Marin Cilic,R,198.0,CRO,29.72,104180,Gilles Muller,L,193.0,LUX,35.11,4-6 6-3 6-3,3,R16,102.0,19.0,1.0,73.0,48.0,42.0,15.0,14.0,3.0,4.0,17.0,3.0,91.0,68.0,49.0,7.0,14.0,7.0,10.0,6.0,4860.0,46.0,1050.0,0.26,0.01,0.66,0.34,0.58,0.21,16.0,12.0,0.19,0.03,0.75,0.25,0.54,0.08,2018,25-29
1652,2018-0311,London,Grass,A,20180618,294,104925,Novak Djokovic,R,188.0,SRB,31.07,105173,Adrian Mannarino,L,183.0,FRA,29.97,7-5 6-1,3,QF,78.0,6.0,2.0,55.0,35.0,29.0,11.0,10.0,1.0,2.0,4.0,2.0,63.0,40.0,24.0,9.0,9.0,9.0,13.0,22.0,1665.0,26.0,1535.0,0.11,0.04,0.64,0.36,0.53,0.2,13.0,6.0,0.06,0.03,0.63,0.37,0.38,0.14,2018,30-34
1654,2018-0311,London,Grass,A,20180618,296,106401,Nick Kyrgios,R,193.0,AUS,23.14,103852,Feliciano Lopez,L,188.0,ESP,36.74,7-6(5) 7-6(3),3,QF,95.0,32.0,4.0,89.0,66.0,53.0,11.0,12.0,3.0,3.0,16.0,2.0,70.0,49.0,44.0,11.0,12.0,1.0,1.0,21.0,1675.0,37.0,1190.0,0.36,0.04,0.74,0.26,0.6,0.12,12.0,12.0,0.23,0.03,0.7,0.3,0.63,0.16,2018,20-24
1660,2018-7650,Antalya,Grass,A,20180625,272,105732,Pierre Hugues Herbert,R,188.0,FRA,27.27,105643,Federico Delbonis,L,190.0,ARG,27.72,7-6(5) 6-4,3,R32,107.0,5.0,2.0,72.0,53.0,40.0,10.0,11.0,3.0,4.0,2.0,12.0,91.0,54.0,38.0,15.0,11.0,10.0,12.0,75.0,725.0,81.0,715.0,0.07,0.03,0.74,0.26,0.56,0.14,12.0,10.0,0.02,0.13,0.59,0.41,0.42,0.16,2018,25-29
1661,2018-7650,Antalya,Grass,A,20180625,273,105216,Yuichi Sugita,R,173.0,JPN,29.77,105550,Guido Pella,L,185.0,ARG,28.11,6-4 3-6 6-4,3,R32,122.0,7.0,2.0,98.0,58.0,48.0,16.0,14.0,9.0,10.0,13.0,1.0,85.0,58.0,45.0,14.0,15.0,1.0,3.0,45.0,1050.0,72.0,770.0,0.07,0.02,0.59,0.41,0.49,0.16,15.0,14.0,0.15,0.01,0.68,0.32,0.53,0.16,2018,25-29
1678,2018-7650,Antalya,Grass,A,20180625,293,105173,Adrian Mannarino,L,183.0,FRA,29.99,105575,Ricardas Berankis,R,175.0,LTU,28.01,6-4 7-5,3,R16,78.0,10.0,3.0,61.0,37.0,30.0,14.0,11.0,4.0,5.0,2.0,3.0,61.0,46.0,30.0,7.0,11.0,3.0,6.0,24.0,1580.0,96.0,585.0,0.16,0.05,0.61,0.39,0.49,0.23,13.0,9.0,0.03,0.05,0.75,0.25,0.49,0.11,2018,25-29
1682,2018-7650,Antalya,Grass,A,20180625,297,105173,Adrian Mannarino,L,183.0,FRA,29.99,105311,Joao Sousa,R,185.0,POR,29.24,7-6(3) 6-4,3,QF,103.0,7.0,3.0,84.0,52.0,38.0,19.0,11.0,9.0,9.0,7.0,2.0,72.0,48.0,36.0,11.0,11.0,4.0,5.0,24.0,1580.0,47.0,1016.0,0.08,0.04,0.62,0.38,0.45,0.23,12.0,10.0,0.1,0.03,0.67,0.33,0.5,0.15,2018,25-29
1684,2018-7650,Antalya,Grass,A,20180625,299,105173,Adrian Mannarino,L,183.0,FRA,29.99,104792,Gael Monfils,R,193.0,FRA,31.81,4-6 7-6(4) 6-4,3,SF,121.0,1.0,3.0,100.0,69.0,50.0,19.0,16.0,5.0,7.0,17.0,3.0,86.0,63.0,50.0,13.0,16.0,2.0,4.0,24.0,1580.0,41.0,1130.0,0.01,0.03,0.69,0.31,0.5,0.19,16.0,16.0,0.2,0.03,0.73,0.27,0.58,0.15,2018,25-29
1685,2018-7650,Antalya,Grass,A,20180625,300,106000,Damir Dzumhur,R,172.0,BIH,26.1,105173,Adrian Mannarino,L,183.0,FRA,29.99,6-1 1-6 6-1,3,F,85.0,8.0,2.0,63.0,36.0,26.0,14.0,11.0,0.0,2.0,1.0,0.0,61.0,41.0,26.0,7.0,10.0,5.0,9.0,30.0,1460.0,24.0,1580.0,0.13,0.03,0.57,0.43,0.41,0.22,13.0,8.0,0.02,0.0,0.67,0.33,0.43,0.11,2018,25-29
1693,2018-M016,Eastbourne,Grass,A,20180625,279,105357,John Millman,R,183.0,AUS,29.03,104180,Gilles Muller,L,193.0,LUX,35.13,6-7(5) 6-3 6-2,3,R32,114.0,9.0,2.0,85.0,48.0,41.0,25.0,15.0,1.0,1.0,15.0,5.0,87.0,59.0,41.0,14.0,14.0,8.0,11.0,62.0,906.0,60.0,915.0,0.11,0.02,0.56,0.44,0.48,0.29,18.0,11.0,0.17,0.06,0.68,0.32,0.47,0.16,2018,25-29
1701,2018-M016,Eastbourne,Grass,A,20180625,289,104999,Mischa Zverev,L,190.0,GER,30.84,105449,Steve Johnson,R,188.0,USA,28.5,6-3 6-3,3,R16,79.0,5.0,0.0,52.0,38.0,30.0,8.0,9.0,2.0,2.0,4.0,6.0,74.0,36.0,24.0,17.0,9.0,9.0,12.0,67.0,855.0,42.0,1110.0,0.1,0.0,0.73,0.27,0.58,0.15,12.0,6.0,0.05,0.08,0.49,0.51,0.32,0.23,2018,30-34
1710,2018-M016,Eastbourne,Grass,A,20180625,298,104999,Mischa Zverev,L,190.0,GER,30.84,105062,Mikhail Kukushkin,R,183.0,KAZ,30.5,7-6(9) 6-4,3,SF,119.0,3.0,6.0,87.0,56.0,41.0,13.0,11.0,5.0,7.0,1.0,2.0,83.0,54.0,34.0,15.0,11.0,8.0,11.0,67.0,855.0,90.0,644.0,0.03,0.07,0.64,0.36,0.47,0.15,12.0,10.0,0.01,0.02,0.65,0.35,0.41,0.18,2018,30-34
1712,2018-M016,Eastbourne,Grass,A,20180625,300,104999,Mischa Zverev,L,190.0,GER,30.84,105041,Lukas Lacko,R,185.0,SVK,30.64,6-4 6-4,3,F,97.0,4.0,1.0,57.0,35.0,30.0,13.0,10.0,2.0,2.0,0.0,2.0,88.0,54.0,32.0,18.0,10.0,10.0,12.0,67.0,855.0,94.0,612.0,0.07,0.02,0.61,0.39,0.53,0.23,12.0,8.0,0.0,0.02,0.61,0.39,0.36,0.2,2018,30-34
1750,2018-540,Wimbledon,Grass,G,20180702,137,105614,Bradley Klahn,L,190.0,USA,27.87,105216,Yuichi Sugita,R,173.0,JPN,29.79,2-6 7-6(6) 6-2 6-2,5,R128,122.0,11.0,5.0,96.0,60.0,49.0,23.0,18.0,0.0,2.0,6.0,5.0,111.0,71.0,46.0,24.0,19.0,3.0,7.0,168.0,342.0,69.0,820.0,0.11,0.05,0.62,0.38,0.51,0.24,20.0,17.0,0.05,0.05,0.64,0.36,0.41,0.22,2018,25-29
1767,2018-540,Wimbledon,Grass,G,20180702,154,103565,Stephane Robert,R,185.0,FRA,38.12,105077,Albert Ramos,L,188.0,ESP,30.46,7-6(5) 6-2 6-1,5,R128,111.0,3.0,5.0,86.0,39.0,32.0,28.0,14.0,4.0,5.0,2.0,8.0,91.0,51.0,33.0,16.0,14.0,5.0,11.0,158.0,359.0,38.0,1170.0,0.03,0.06,0.45,0.55,0.37,0.33,19.0,9.0,0.02,0.09,0.56,0.44,0.36,0.18,2018,35-39
1774,2018-540,Wimbledon,Grass,G,20180702,161,105732,Pierre Hugues Herbert,R,188.0,FRA,27.29,104999,Mischa Zverev,L,190.0,GER,30.86,6-4 6-3 6-4,5,R128,101.0,13.0,10.0,90.0,63.0,45.0,12.0,15.0,5.0,8.0,1.0,5.0,90.0,55.0,35.0,13.0,14.0,11.0,17.0,72.0,754.0,41.0,1085.0,0.14,0.11,0.7,0.3,0.5,0.13,18.0,11.0,0.01,0.06,0.61,0.39,0.39,0.14,2018,25-29
1776,2018-540,Wimbledon,Grass,G,20180702,163,104745,Rafael Nadal,L,185.0,ESP,32.08,104534,Dudi Sela,R,175.0,ISR,33.24,6-3 6-3 6-2,5,R128,110.0,3.0,4.0,76.0,56.0,44.0,11.0,13.0,3.0,4.0,5.0,4.0,84.0,48.0,30.0,14.0,13.0,8.0,14.0,1.0,8770.0,127.0,437.0,0.04,0.05,0.74,0.26,0.58,0.14,18.0,8.0,0.06,0.05,0.57,0.43,0.36,0.17,2018,30-34
1779,2018-540,Wimbledon,Grass,G,20180702,166,105173,Adrian Mannarino,L,183.0,FRA,30.01,105992,Ryan Harrison,R,183.0,USA,26.15,7-5 7-5 7-6(4),5,R64,155.0,9.0,3.0,116.0,68.0,50.0,27.0,19.0,3.0,6.0,10.0,3.0,114.0,73.0,48.0,21.0,18.0,4.0,9.0,26.0,1580.0,59.0,920.0,0.08,0.03,0.59,0.41,0.43,0.23,21.0,16.0,0.09,0.03,0.64,0.36,0.42,0.18,2018,30-34
1783,2018-540,Wimbledon,Grass,G,20180702,170,104259,Philipp Kohlschreiber,R,178.0,GER,34.71,104180,Gilles Muller,L,193.0,LUX,35.15,7-6(6) 7-6(4) 7-6(3),5,R64,149.0,24.0,2.0,116.0,77.0,65.0,27.0,20.0,4.0,4.0,28.0,10.0,128.0,86.0,71.0,20.0,19.0,6.0,6.0,27.0,1575.0,60.0,915.0,0.21,0.02,0.66,0.34,0.56,0.23,20.0,19.0,0.22,0.08,0.67,0.33,0.55,0.16,2018,30-34
1785,2018-540,Wimbledon,Grass,G,20180702,172,105550,Guido Pella,L,185.0,ARG,28.13,105227,Marin Cilic,R,198.0,CRO,29.76,3-6 1-6 6-4 7-6(3) 7-5,5,R64,193.0,14.0,0.0,143.0,96.0,63.0,31.0,26.0,7.0,13.0,27.0,8.0,147.0,93.0,74.0,27.0,25.0,9.0,13.0,82.0,710.0,5.0,5060.0,0.1,0.0,0.67,0.33,0.44,0.22,24.0,27.0,0.18,0.05,0.63,0.37,0.5,0.18,2018,25-29
1796,2018-540,Wimbledon,Grass,G,20180702,183,104925,Novak Djokovic,R,188.0,SRB,31.11,104547,Horacio Zeballos,L,188.0,ARG,33.18,6-1 6-2 6-3,5,R64,91.0,15.0,0.0,61.0,46.0,41.0,8.0,12.0,3.0,3.0,7.0,5.0,81.0,52.0,34.0,7.0,12.0,7.0,13.0,21.0,1715.0,126.0,438.0,0.25,0.0,0.75,0.25,0.67,0.13,18.0,6.0,0.09,0.06,0.64,0.36,0.42,0.09,2018,30-34
1801,2018-540,Wimbledon,Grass,G,20180702,188,105223,Juan Martin Del Potro,R,198.0,ARG,29.77,103852,Feliciano Lopez,L,188.0,ESP,36.78,6-4 6-1 6-2,5,R64,95.0,13.0,1.0,53.0,32.0,31.0,17.0,12.0,0.0,0.0,10.0,5.0,86.0,43.0,28.0,17.0,13.0,5.0,11.0,4.0,5080.0,70.0,780.0,0.25,0.02,0.6,0.4,0.58,0.32,18.0,7.0,0.12,0.06,0.5,0.5,0.33,0.2,2018,25-29
1808,2018-540,Wimbledon,Grass,G,20180702,195,104745,Rafael Nadal,L,185.0,ESP,32.08,105062,Mikhail Kukushkin,R,183.0,KAZ,30.52,6-4 6-3 6-4,5,R64,143.0,5.0,3.0,101.0,67.0,43.0,24.0,15.0,11.0,13.0,3.0,1.0,90.0,65.0,38.0,13.0,14.0,8.0,13.0,1.0,8770.0,77.0,734.0,0.05,0.03,0.66,0.34,0.43,0.24,18.0,11.0,0.03,0.01,0.72,0.28,0.42,0.14,2018,30-34
1825,2018-540,Wimbledon,Grass,G,20180702,212,103819,Roger Federer,R,185.0,SUI,36.9,105173,Adrian Mannarino,L,183.0,FRA,30.01,6-0 7-5 6-4,5,R16,105.0,13.0,0.0,76.0,51.0,46.0,13.0,14.0,4.0,4.0,6.0,2.0,100.0,77.0,42.0,11.0,14.0,7.0,12.0,2.0,8720.0,26.0,1580.0,0.17,0.0,0.67,0.33,0.61,0.17,19.0,9.0,0.06,0.02,0.77,0.23,0.42,0.11,2018,35-39
1836,2018-540,Wimbledon,Grass,G,20180702,223,104745,Rafael Nadal,L,185.0,ESP,32.08,105223,Juan Martin Del Potro,R,198.0,ARG,29.77,7-5 6-7(7) 4-6 6-4 6-4,5,QF,288.0,3.0,5.0,166.0,116.0,86.0,31.0,28.0,5.0,7.0,33.0,7.0,175.0,111.0,86.0,29.0,27.0,6.0,10.0,1.0,8770.0,4.0,5080.0,0.02,0.03,0.7,0.3,0.52,0.19,30.0,25.0,0.19,0.04,0.63,0.37,0.49,0.17,2018,30-34
1838,2018-540,Wimbledon,Grass,G,20180702,225,104925,Novak Djokovic,R,188.0,SRB,31.11,104745,Rafael Nadal,L,185.0,ESP,32.08,6-4 3-6 7-6(9) 3-6 10-8,5,SF,315.0,23.0,4.0,176.0,125.0,95.0,24.0,29.0,7.0,11.0,9.0,4.0,210.0,150.0,100.0,34.0,30.0,15.0,19.0,21.0,1715.0,1.0,8770.0,0.13,0.02,0.71,0.29,0.54,0.14,29.0,30.0,0.04,0.02,0.71,0.29,0.48,0.16,2018,30-34
1853,2018-0316,Bastad,Clay,A,20180716,287,104269,Fernando Verdasco,L,188.0,ESP,34.67,105155,Pedro Sousa,R,180.0,POR,30.14,6-3 6-2,3,R16,64.0,1.0,2.0,50.0,34.0,22.0,8.0,9.0,0.0,2.0,1.0,2.0,51.0,36.0,17.0,6.0,8.0,6.0,11.0,33.0,1280.0,136.0,418.0,0.02,0.04,0.68,0.32,0.44,0.16,12.0,5.0,0.02,0.04,0.71,0.29,0.33,0.12,2018,30-34
1855,2018-0316,Bastad,Clay,A,20180716,289,105643,Federico Delbonis,L,190.0,ARG,27.78,105357,John Millman,R,183.0,AUS,29.09,6-4 6-4,3,R16,92.0,3.0,2.0,52.0,34.0,24.0,11.0,10.0,1.0,3.0,3.0,2.0,83.0,49.0,32.0,13.0,10.0,10.0,14.0,87.0,677.0,52.0,966.0,0.06,0.04,0.65,0.35,0.46,0.21,12.0,8.0,0.04,0.02,0.59,0.41,0.39,0.16,2018,25-29
1860,2018-0316,Bastad,Clay,A,20180716,294,104269,Fernando Verdasco,L,188.0,ESP,34.67,105807,Pablo Carreno Busta,R,188.0,ESP,27.01,6-4 6-2,3,QF,85.0,4.0,1.0,64.0,44.0,34.0,9.0,9.0,6.0,6.0,0.0,1.0,56.0,28.0,19.0,13.0,9.0,1.0,4.0,33.0,1280.0,13.0,2155.0,0.06,0.02,0.69,0.31,0.53,0.14,12.0,6.0,0.0,0.02,0.5,0.5,0.34,0.23,2018,30-34
1861,2018-0316,Bastad,Clay,A,20180716,295,104926,Fabio Fognini,R,178.0,ITA,31.15,105643,Federico Delbonis,L,190.0,ARG,27.78,6-4 6-3,3,QF,81.0,1.0,4.0,71.0,47.0,29.0,12.0,9.0,5.0,7.0,0.0,3.0,63.0,35.0,21.0,12.0,10.0,2.0,7.0,15.0,2030.0,87.0,677.0,0.01,0.06,0.66,0.34,0.41,0.17,12.0,7.0,0.0,0.05,0.56,0.44,0.33,0.19,2018,30-34
1864,2018-0316,Bastad,Clay,A,20180716,298,104926,Fabio Fognini,R,178.0,ITA,31.15,104269,Fernando Verdasco,L,188.0,ESP,34.67,6-1 4-6 7-5,3,SF,137.0,6.0,7.0,102.0,67.0,44.0,12.0,14.0,7.0,12.0,5.0,5.0,102.0,77.0,44.0,6.0,15.0,8.0,16.0,15.0,2030.0,33.0,1280.0,0.06,0.07,0.66,0.34,0.43,0.12,17.0,12.0,0.05,0.05,0.75,0.25,0.43,0.06,2018,30-34
1867,2018-0315,Newport,Grass,A,20180716,271,105577,Vasek Pospisil,R,193.0,CAN,28.06,105385,Donald Young,L,183.0,USA,28.98,7-6(5) 6-1,3,R32,84.0,7.0,1.0,68.0,39.0,33.0,15.0,9.0,5.0,5.0,3.0,6.0,70.0,40.0,26.0,15.0,10.0,4.0,7.0,98.0,594.0,232.0,242.0,0.1,0.01,0.57,0.43,0.49,0.22,12.0,7.0,0.04,0.09,0.57,0.43,0.37,0.21,2018,25-29
1876,2018-0315,Newport,Grass,A,20180716,282,104180,Gilles Muller,L,193.0,LUX,35.19,104571,Marcos Baghdatis,R,183.0,CYP,33.08,7-6(5) 6-3,3,R32,84.0,7.0,6.0,69.0,34.0,28.0,21.0,11.0,3.0,4.0,9.0,4.0,56.0,30.0,24.0,14.0,10.0,0.0,2.0,95.0,600.0,96.0,599.0,0.1,0.09,0.49,0.51,0.41,0.3,12.0,9.0,0.16,0.07,0.54,0.46,0.43,0.25,2018,35-39
1879,2018-0315,Newport,Grass,A,20180716,286,105577,Vasek Pospisil,R,193.0,CAN,28.06,104999,Mischa Zverev,L,190.0,GER,30.9,4-6 6-3 7-5,3,R16,106.0,15.0,9.0,92.0,45.0,39.0,28.0,16.0,4.0,5.0,7.0,2.0,83.0,54.0,42.0,18.0,15.0,4.0,6.0,98.0,594.0,47.0,1005.0,0.16,0.1,0.49,0.51,0.42,0.3,17.0,14.0,0.08,0.02,0.65,0.35,0.51,0.22,2018,25-29
1885,2018-0315,Newport,Grass,A,20180716,292,104719,Marcel Granollers,R,190.0,ESP,32.26,104180,Gilles Muller,L,193.0,LUX,35.19,7-5 7-6(4),3,R16,95.0,11.0,6.0,69.0,36.0,32.0,20.0,12.0,0.0,0.0,3.0,9.0,78.0,34.0,30.0,22.0,12.0,0.0,1.0,124.0,466.0,95.0,600.0,0.16,0.09,0.52,0.48,0.46,0.29,13.0,11.0,0.04,0.12,0.44,0.56,0.38,0.28,2018,30-34
1890,2018-0315,Newport,Grass,A,20180716,297,104719,Marcel Granollers,R,190.0,ESP,32.26,105173,Adrian Mannarino,L,183.0,FRA,30.05,6-3 6-1,3,QF,62.0,6.0,2.0,46.0,20.0,13.0,18.0,8.0,1.0,2.0,0.0,3.0,46.0,28.0,14.0,8.0,8.0,7.0,12.0,124.0,466.0,26.0,1580.0,0.13,0.04,0.43,0.57,0.28,0.39,12.0,4.0,0.0,0.07,0.61,0.39,0.3,0.17,2018,30-34
1910,2018-0439,Umag,Clay,A,20180716,290,104898,Robin Haase,R,190.0,NED,31.28,105373,Martin Klizan,L,190.0,SVK,29.01,3-6 6-4 6-3,3,R16,131.0,9.0,3.0,85.0,48.0,42.0,16.0,14.0,5.0,7.0,4.0,2.0,83.0,46.0,34.0,19.0,14.0,2.0,5.0,38.0,1110.0,127.0,459.0,0.11,0.04,0.56,0.44,0.49,0.19,15.0,13.0,0.05,0.02,0.55,0.45,0.41,0.23,2018,30-34
1912,2018-0439,Umag,Clay,A,20180716,292,105550,Guido Pella,L,185.0,ARG,28.16,105379,Aljaz Bedene,R,181.0,SLO,28.99,5-7 6-4 6-4,3,R16,153.0,6.0,0.0,108.0,72.0,42.0,20.0,16.0,8.0,13.0,7.0,1.0,80.0,48.0,34.0,12.0,16.0,2.0,8.0,72.0,780.0,81.0,725.0,0.06,0.0,0.67,0.33,0.39,0.19,17.0,15.0,0.09,0.01,0.6,0.4,0.42,0.15,2018,25-29
1913,2018-0439,Umag,Clay,A,20180716,293,105583,Dusan Lajovic,R,180.0,SRB,28.04,105077,Albert Ramos,L,188.0,ESP,30.49,6-3 1-6 6-0,3,R16,99.0,5.0,3.0,64.0,36.0,31.0,11.0,11.0,3.0,5.0,2.0,2.0,77.0,58.0,38.0,7.0,11.0,10.0,14.0,66.0,825.0,41.0,1090.0,0.08,0.05,0.56,0.44,0.48,0.17,13.0,9.0,0.03,0.03,0.75,0.25,0.49,0.09,2018,25-29
1917,2018-0439,Umag,Clay,A,20180716,297,105550,Guido Pella,L,185.0,ARG,28.16,105583,Dusan Lajovic,R,180.0,SRB,28.04,7-6(3) 7-5,3,QF,101.0,2.0,1.0,73.0,45.0,32.0,20.0,12.0,1.0,2.0,4.0,5.0,77.0,43.0,30.0,18.0,12.0,5.0,7.0,72.0,780.0,66.0,825.0,0.03,0.01,0.62,0.38,0.44,0.27,13.0,11.0,0.05,0.06,0.56,0.44,0.39,0.23,2018,25-29
1919,2018-0439,Umag,Clay,A,20180716,299,105550,Guido Pella,L,185.0,ARG,28.16,104898,Robin Haase,R,190.0,NED,31.28,6-3 1-6 6-2,3,SF,105.0,4.0,2.0,62.0,42.0,28.0,12.0,12.0,1.0,4.0,4.0,7.0,78.0,41.0,31.0,14.0,12.0,4.0,8.0,72.0,780.0,38.0,1110.0,0.06,0.03,0.68,0.32,0.45,0.19,13.0,11.0,0.05,0.09,0.53,0.47,0.4,0.18,2018,25-29
1929,2018-6116,Atlanta,Hard,A,20180723,280,105385,Donald Young,L,183.0,USA,29.0,103333,Ivo Karlovic,R,208.0,CRO,39.4,2-6 7-6(5) 7-6(6),3,R32,132.0,4.0,7.0,99.0,63.0,49.0,21.0,16.0,4.0,7.0,30.0,11.0,112.0,73.0,60.0,15.0,16.0,6.0,7.0,230.0,242.0,117.0,490.0,0.04,0.07,0.64,0.36,0.49,0.21,14.0,18.0,0.27,0.1,0.65,0.35,0.54,0.13,2018,25-29
1930,2018-6116,Atlanta,Hard,A,20180723,282,104999,Mischa Zverev,L,190.0,GER,30.92,105065,Tim Smyczek,R,175.0,USA,30.56,6-3 6-7(8) 6-3,3,R32,156.0,11.0,5.0,97.0,56.0,44.0,22.0,14.0,3.0,4.0,2.0,6.0,122.0,73.0,46.0,23.0,16.0,12.0,17.0,45.0,1005.0,102.0,556.0,0.11,0.05,0.58,0.42,0.45,0.23,18.0,12.0,0.02,0.05,0.6,0.4,0.38,0.19,2018,30-34
1938,2018-6116,Atlanta,Hard,A,20180723,291,105051,Matthew Ebden,R,188.0,AUS,30.66,105385,Donald Young,L,183.0,USA,29.0,6-4 6-4,3,R16,64.0,9.0,4.0,57.0,32.0,27.0,14.0,10.0,3.0,4.0,1.0,3.0,57.0,37.0,22.0,13.0,10.0,2.0,5.0,55.0,917.0,230.0,242.0,0.16,0.07,0.56,0.44,0.47,0.25,12.0,8.0,0.02,0.05,0.65,0.35,0.39,0.23,2018,30-34
1939,2018-6116,Atlanta,Hard,A,20180723,292,104999,Mischa Zverev,L,190.0,GER,30.92,104022,Mikhail Youzhny,R,183.0,RUS,36.08,6-4 6-2,3,R16,69.0,9.0,2.0,55.0,33.0,27.0,11.0,9.0,2.0,3.0,4.0,2.0,58.0,37.0,23.0,9.0,9.0,1.0,5.0,45.0,1005.0,105.0,536.0,0.16,0.04,0.6,0.4,0.49,0.2,12.0,6.0,0.07,0.03,0.64,0.36,0.4,0.16,2018,30-34
1944,2018-6116,Atlanta,Hard,A,20180723,297,104545,John Isner,R,206.0,USA,33.24,104999,Mischa Zverev,L,190.0,GER,30.92,7-5 4-6 6-1,3,QF,97.0,21.0,3.0,71.0,40.0,38.0,21.0,15.0,0.0,1.0,11.0,6.0,79.0,47.0,34.0,16.0,14.0,2.0,5.0,9.0,3490.0,45.0,1005.0,0.3,0.04,0.56,0.44,0.54,0.3,17.0,12.0,0.14,0.08,0.59,0.41,0.43,0.2,2018,30-34
1977,2018-0414,Hamburg,Clay,A,20180723,272,104919,Leonardo Mayer,R,188.0,ARG,31.19,105077,Albert Ramos,L,188.0,ESP,30.51,6-3 6-2,3,R32,83.0,1.0,0.0,49.0,29.0,20.0,14.0,9.0,2.0,3.0,1.0,5.0,64.0,40.0,23.0,9.0,8.0,5.0,9.0,36.0,1197.0,40.0,1065.0,0.02,0.0,0.59,0.41,0.41,0.29,12.0,5.0,0.02,0.08,0.62,0.38,0.36,0.14,2018,30-34
1982,2018-0414,Hamburg,Clay,A,20180723,277,104269,Fernando Verdasco,L,188.0,ESP,34.69,105583,Dusan Lajovic,R,180.0,SRB,28.06,6-3 4-6 7-6(5),3,R32,141.0,6.0,2.0,86.0,63.0,44.0,13.0,15.0,2.0,5.0,3.0,3.0,113.0,68.0,43.0,22.0,16.0,8.0,12.0,33.0,1280.0,63.0,850.0,0.07,0.02,0.73,0.27,0.51,0.15,16.0,15.0,0.03,0.03,0.6,0.4,0.38,0.19,2018,30-34
2011,2018-7480,Cabo San Lucas,Hard,A,20180730,277,103852,Feliciano Lopez,L,188.0,ESP,36.86,105633,Mohamed Safwat,R,183.0,EGY,27.86,7-6(3) 6-4,3,R32,75.0,12.0,0.0,62.0,44.0,37.0,13.0,11.0,0.0,0.0,6.0,0.0,61.0,41.0,35.0,11.0,11.0,0.0,1.0,69.0,815.0,173.0,324.0,0.19,0.0,0.71,0.29,0.6,0.21,12.0,10.0,0.1,0.0,0.67,0.33,0.57,0.18,2018,35-39
2033,2018-0319,Kitzbuhel,Clay,A,20180730,271,104797,Denis Istomin,R,188.0,UZB,31.89,105643,Federico Delbonis,L,190.0,ARG,27.82,7-6(5) 6-2,3,R32,104.0,5.0,1.0,74.0,53.0,37.0,12.0,10.0,5.0,6.0,2.0,7.0,73.0,39.0,26.0,15.0,10.0,6.0,9.0,95.0,597.0,107.0,510.0,0.07,0.01,0.72,0.28,0.5,0.16,12.0,8.0,0.03,0.1,0.53,0.47,0.36,0.21,2018,30-34
2052,2018-0319,Kitzbuhel,Clay,A,20180730,293,105373,Martin Klizan,L,190.0,SVK,29.05,106233,Dominic Thiem,R,185.0,AUT,24.9,6-1 1-6 7-5,3,R16,118.0,3.0,1.0,73.0,50.0,35.0,16.0,13.0,4.0,6.0,5.0,2.0,79.0,49.0,36.0,17.0,13.0,5.0,8.0,112.0,491.0,8.0,3665.0,0.04,0.01,0.68,0.32,0.48,0.22,14.0,12.0,0.06,0.03,0.62,0.38,0.46,0.22,2018,25-29
2056,2018-0319,Kitzbuhel,Clay,A,20180730,297,105373,Martin Klizan,L,190.0,SVK,29.05,105583,Dusan Lajovic,R,180.0,SRB,28.08,4-6 7-6(6) 6-2,3,QF,142.0,2.0,1.0,96.0,72.0,48.0,17.0,15.0,2.0,4.0,3.0,4.0,99.0,62.0,45.0,19.0,15.0,3.0,6.0,112.0,491.0,66.0,850.0,0.02,0.01,0.75,0.25,0.5,0.18,16.0,14.0,0.03,0.04,0.63,0.37,0.45,0.19,2018,25-29
2059,2018-0319,Kitzbuhel,Clay,A,20180730,300,105373,Martin Klizan,L,190.0,SVK,29.05,104797,Denis Istomin,R,188.0,UZB,31.89,6-2 6-2,3,F,68.0,3.0,1.0,49.0,36.0,28.0,7.0,8.0,4.0,4.0,4.0,1.0,43.0,28.0,15.0,7.0,8.0,0.0,4.0,112.0,491.0,95.0,597.0,0.06,0.02,0.73,0.27,0.57,0.14,12.0,4.0,0.09,0.02,0.65,0.35,0.35,0.16,2018,25-29
2063,2018-M035,Washington,Hard,A,20180730,244,104672,Vincent Millot,L,173.0,FRA,32.5,105216,Yuichi Sugita,R,173.0,JPN,29.86,6-3 6-2,3,R64,83.0,5.0,1.0,60.0,38.0,30.0,12.0,9.0,3.0,3.0,1.0,1.0,47.0,24.0,16.0,12.0,8.0,2.0,5.0,291.0,174.0,73.0,785.0,0.08,0.02,0.63,0.37,0.5,0.2,12.0,5.0,0.02,0.02,0.51,0.49,0.34,0.26,2018,30-34
